"time","activity"
"2018-12-18 04:08:00",0
"2018-12-18 04:09:00",0
"2018-12-18 04:10:00",0
"2018-12-18 04:11:00",0
"2018-12-18 04:12:00",0
"2018-12-18 04:13:00",0
"2018-12-18 04:14:00",0
"2018-12-18 04:15:00",0
"2018-12-18 04:16:00",0
"2018-12-18 04:17:00",0
"2018-12-18 04:18:00",0
"2018-12-18 04:19:00",0
"2018-12-18 04:20:00",0
"2018-12-18 04:21:00",0
"2018-12-18 04:22:00",0
"2018-12-18 04:23:00",141.01418368377
"2018-12-18 04:24:00",0
"2018-12-18 04:25:00",0
"2018-12-18 04:26:00",0
"2018-12-18 04:27:00",0
"2018-12-18 04:28:00",0
"2018-12-18 04:29:00",0
"2018-12-18 04:30:00",1075.74067506997
"2018-12-18 04:31:00",0
"2018-12-18 04:32:00",0
"2018-12-18 04:33:00",0
"2018-12-18 04:34:00",0
"2018-12-18 04:35:00",0
"2018-12-18 04:36:00",191.47062437878
"2018-12-18 04:37:00",0
"2018-12-18 04:38:00",93.5948716543807
"2018-12-18 04:39:00",0
"2018-12-18 04:40:00",1163.29660878041
"2018-12-18 04:41:00",228.468816252897
"2018-12-18 04:42:00",0
"2018-12-18 04:43:00",0
"2018-12-18 04:44:00",0
"2018-12-18 04:45:00",0
"2018-12-18 04:46:00",0
"2018-12-18 04:47:00",0
"2018-12-18 04:48:00",0
"2018-12-18 04:49:00",0
"2018-12-18 04:50:00",26
"2018-12-18 04:51:00",0
"2018-12-18 04:52:00",0
"2018-12-18 04:53:00",0
"2018-12-18 04:54:00",446.417965588304
"2018-12-18 04:55:00",0
"2018-12-18 04:56:00",0
"2018-12-18 04:57:00",2172.68152291126
"2018-12-18 04:58:00",0
"2018-12-18 04:59:00",0
"2018-12-18 05:00:00",633.508484552496
"2018-12-18 05:01:00",967.896688701847
"2018-12-18 05:02:00",0
"2018-12-18 05:03:00",10
"2018-12-18 05:04:00",0
"2018-12-18 05:05:00",316.33052334544
"2018-12-18 05:06:00",0
"2018-12-18 05:07:00",0
"2018-12-18 05:08:00",0
"2018-12-18 05:09:00",0
"2018-12-18 05:10:00",0
"2018-12-18 05:11:00",0
"2018-12-18 05:12:00",0
"2018-12-18 05:13:00",0
"2018-12-18 05:14:00",0
"2018-12-18 05:15:00",0
"2018-12-18 05:16:00",0
"2018-12-18 05:17:00",0
"2018-12-18 05:18:00",0
"2018-12-18 05:19:00",0
"2018-12-18 05:20:00",0
"2018-12-18 05:21:00",0
"2018-12-18 05:22:00",468.070507509285
"2018-12-18 05:23:00",0
"2018-12-18 05:24:00",819.822541773523
"2018-12-18 05:25:00",27
"2018-12-18 05:26:00",0
"2018-12-18 05:27:00",0
"2018-12-18 05:28:00",0
"2018-12-18 05:29:00",0
"2018-12-18 05:30:00",0
"2018-12-18 05:31:00",0
"2018-12-18 05:32:00",0
"2018-12-18 05:33:00",0
"2018-12-18 05:34:00",0
"2018-12-18 05:35:00",0
"2018-12-18 05:36:00",0
"2018-12-18 05:37:00",0
"2018-12-18 05:38:00",0
"2018-12-18 05:39:00",0
"2018-12-18 05:40:00",0
"2018-12-18 05:41:00",0
"2018-12-18 05:42:00",212.607619807005
"2018-12-18 05:43:00",0
"2018-12-18 05:44:00",0
"2018-12-18 05:45:00",0
"2018-12-18 05:46:00",0
"2018-12-18 05:47:00",0
"2018-12-18 05:48:00",0
"2018-12-18 05:49:00",0
"2018-12-18 05:50:00",1668.9319938212
"2018-12-18 05:51:00",0
"2018-12-18 05:52:00",0
"2018-12-18 05:53:00",0
"2018-12-18 05:54:00",0
"2018-12-18 05:55:00",0
"2018-12-18 05:56:00",0
"2018-12-18 05:57:00",0
"2018-12-18 05:58:00",0
"2018-12-18 05:59:00",0
"2018-12-18 06:00:00",0
"2018-12-18 06:01:00",685.53336899089
"2018-12-18 06:02:00",0
"2018-12-18 06:03:00",0
"2018-12-18 06:04:00",0
"2018-12-18 06:05:00",0
"2018-12-18 06:06:00",0
"2018-12-18 06:07:00",0
"2018-12-18 06:08:00",1672.45956602843
"2018-12-18 06:09:00",267.192814274636
"2018-12-18 06:10:00",1785.31481817633
"2018-12-18 06:11:00",881.578697564772
"2018-12-18 06:12:00",0
"2018-12-18 06:13:00",0
"2018-12-18 06:14:00",0
"2018-12-18 06:15:00",0
"2018-12-18 06:16:00",0
"2018-12-18 06:17:00",1223.34990906118
"2018-12-18 06:18:00",842.807214017536
"2018-12-18 06:19:00",2693.90033223206
"2018-12-18 06:20:00",4613.5120028022
"2018-12-18 06:21:00",2458.18184844002
"2018-12-18 06:22:00",5028.78255644445
"2018-12-18 06:23:00",513.905633360834
"2018-12-18 06:24:00",1338.52530794154
"2018-12-18 06:25:00",1190.91309506613
"2018-12-18 06:26:00",125.127934531023
"2018-12-18 06:27:00",1322.6344922162
"2018-12-18 06:28:00",2627.70926854551
"2018-12-18 06:29:00",2232.62088138582
"2018-12-18 06:30:00",1537.54349531973
"2018-12-18 06:31:00",1711.86769348569
"2018-12-18 06:32:00",1297.41473708294
"2018-12-18 06:33:00",1000.10949400553
"2018-12-18 06:34:00",1784.59098955475
"2018-12-18 06:35:00",260.764261354964
"2018-12-18 06:36:00",2042.98923149389
"2018-12-18 06:37:00",2646.65562550174
"2018-12-18 06:38:00",1302.1094424049
"2018-12-18 06:39:00",1832.06413643191
"2018-12-18 06:40:00",2430.91628815145
"2018-12-18 06:41:00",4590.91820881183
"2018-12-18 06:42:00",2893.73633906063
"2018-12-18 06:43:00",2815.84623159717
"2018-12-18 06:44:00",2785.92049419936
"2018-12-18 06:45:00",2888.16862388608
"2018-12-18 06:46:00",3203.99453807275
"2018-12-18 06:47:00",3114.59804790281
"2018-12-18 06:48:00",2870.71036504904
"2018-12-18 06:49:00",3512.15389753923
"2018-12-18 06:50:00",4130.02627110288
"2018-12-18 06:51:00",1236.49262027721
"2018-12-18 06:52:00",363.172135495002
"2018-12-18 06:53:00",0
"2018-12-18 06:54:00",1566.12260056485
"2018-12-18 06:55:00",1052.28370699161
"2018-12-18 06:56:00",75.17978451685
"2018-12-18 06:57:00",125.299640861417
"2018-12-18 06:58:00",1009.97821758689
"2018-12-18 06:59:00",1362.91232293204
"2018-12-18 07:00:00",62.6258732474047
"2018-12-18 07:01:00",0
"2018-12-18 07:02:00",0
"2018-12-18 07:03:00",408.628192859964
"2018-12-18 07:04:00",607.813293701281
"2018-12-18 07:05:00",6.16441400296898
"2018-12-18 07:06:00",0
"2018-12-18 07:07:00",0
"2018-12-18 07:08:00",16.2788205960997
"2018-12-18 07:09:00",35.3553390593274
"2018-12-18 07:10:00",224.185191303975
"2018-12-18 07:11:00",1512.88333985142
"2018-12-18 07:12:00",311.1655507925
"2018-12-18 07:13:00",113.23427043082
"2018-12-18 07:14:00",1932.72139740833
"2018-12-18 07:15:00",737.908530916942
"2018-12-18 07:16:00",0
"2018-12-18 07:17:00",0
"2018-12-18 07:18:00",0
"2018-12-18 07:19:00",0
"2018-12-18 07:20:00",512.937618039465
"2018-12-18 07:21:00",1080.08518182595
"2018-12-18 07:22:00",0
"2018-12-18 07:23:00",274.810844036403
"2018-12-18 07:24:00",25.3179778023443
"2018-12-18 07:25:00",0
"2018-12-18 07:26:00",0
"2018-12-18 07:27:00",0
"2018-12-18 07:28:00",0
"2018-12-18 07:29:00",0
"2018-12-18 07:30:00",1154.93246555805
"2018-12-18 07:31:00",871.845169740591
"2018-12-18 07:32:00",639.743698679401
"2018-12-18 07:33:00",1299.09853359936
"2018-12-18 07:34:00",885.260413663686
"2018-12-18 07:35:00",261.491873678705
"2018-12-18 07:36:00",549.965453460488
"2018-12-18 07:37:00",846.175513708592
"2018-12-18 07:38:00",457.794713818323
"2018-12-18 07:39:00",266.069539782366
"2018-12-18 07:40:00",2276.62930667248
"2018-12-18 07:41:00",0
"2018-12-18 07:42:00",32.4499614791759
"2018-12-18 07:43:00",1188.63198678144
"2018-12-18 07:44:00",284.409915438966
"2018-12-18 07:45:00",61.057350089895
"2018-12-18 07:46:00",0
"2018-12-18 07:47:00",450.203287415807
"2018-12-18 07:48:00",0
"2018-12-18 07:49:00",320.756917306549
"2018-12-18 07:50:00",693.739144059206
"2018-12-18 07:51:00",388.89587295316
"2018-12-18 07:52:00",48
"2018-12-18 07:53:00",19.1049731745428
"2018-12-18 07:54:00",462.948161244863
"2018-12-18 07:55:00",658.392739935671
"2018-12-18 07:56:00",0
"2018-12-18 07:57:00",1411.66355765104
"2018-12-18 07:58:00",5
"2018-12-18 07:59:00",40
"2018-12-18 08:00:00",0
"2018-12-18 08:01:00",0
"2018-12-18 08:02:00",785.086619424889
"2018-12-18 08:03:00",2810.17739653567
"2018-12-18 08:04:00",869.154761823233
"2018-12-18 08:05:00",1416.59768459503
"2018-12-18 08:06:00",2060.70691754068
"2018-12-18 08:07:00",811.032675050765
"2018-12-18 08:08:00",165.075740192192
"2018-12-18 08:09:00",1375.97492709715
"2018-12-18 08:10:00",79.3977329651168
"2018-12-18 08:11:00",719.173831559519
"2018-12-18 08:12:00",7.21110255092798
"2018-12-18 08:13:00",0
"2018-12-18 08:14:00",1471.09109167312
"2018-12-18 08:15:00",863.195227048899
"2018-12-18 08:16:00",37.4966665185054
"2018-12-18 08:17:00",76.791926658992
"2018-12-18 08:18:00",10
"2018-12-18 08:19:00",158.429795177549
"2018-12-18 08:20:00",0
"2018-12-18 08:21:00",25.3179778023443
"2018-12-18 08:22:00",1508.63249335284
"2018-12-18 08:23:00",0
"2018-12-18 08:24:00",9.21954445729289
"2018-12-18 08:25:00",1570.86282023606
"2018-12-18 08:26:00",80.5853584716231
"2018-12-18 08:27:00",113.991227732664
"2018-12-18 08:28:00",68.7313611097583
"2018-12-18 08:29:00",29
"2018-12-18 08:30:00",631.103794949769
"2018-12-18 08:31:00",0
"2018-12-18 08:32:00",164.258941917936
"2018-12-18 08:33:00",693.824905866026
"2018-12-18 08:34:00",0
"2018-12-18 08:35:00",363.81451317945
"2018-12-18 08:36:00",5
"2018-12-18 08:37:00",1170.59728344124
"2018-12-18 08:38:00",38.6522961801754
"2018-12-18 08:39:00",397.292083988594
"2018-12-18 08:40:00",0
"2018-12-18 08:41:00",60.1664358259653
"2018-12-18 08:42:00",510.642732250249
"2018-12-18 08:43:00",47.3814309619285
"2018-12-18 08:44:00",0
"2018-12-18 08:45:00",5
"2018-12-18 08:46:00",820.313354761459
"2018-12-18 08:47:00",667.702029351417
"2018-12-18 08:48:00",3351.90572659793
"2018-12-18 08:49:00",673.419631433477
"2018-12-18 08:50:00",602.040696298847
"2018-12-18 08:51:00",22.8254244210267
"2018-12-18 08:52:00",723.371273966557
"2018-12-18 08:53:00",0
"2018-12-18 08:54:00",527.16695647584
"2018-12-18 08:55:00",825.906169004688
"2018-12-18 08:56:00",1091.41834325798
"2018-12-18 08:57:00",195.407267009188
"2018-12-18 08:58:00",691.96170414265
"2018-12-18 08:59:00",587.640196038358
"2018-12-18 09:00:00",331.677554260158
"2018-12-18 09:01:00",206.830848762944
"2018-12-18 09:02:00",323.190346390482
"2018-12-18 09:03:00",101.414989030222
"2018-12-18 09:04:00",704.790749087983
"2018-12-18 09:05:00",341.938590977971
"2018-12-18 09:06:00",95.1104620953973
"2018-12-18 09:07:00",512.044919904494
"2018-12-18 09:08:00",655.381568248604
"2018-12-18 09:09:00",422.168212919921
"2018-12-18 09:10:00",558.094973996362
"2018-12-18 09:11:00",649.376624155813
"2018-12-18 09:12:00",355.891837501227
"2018-12-18 09:13:00",0
"2018-12-18 09:14:00",312.017627707154
"2018-12-18 09:15:00",447.48296056945
"2018-12-18 09:16:00",49.0917508345343
"2018-12-18 09:17:00",4
"2018-12-18 09:18:00",1846.29927151586
"2018-12-18 09:19:00",119.979164857904
"2018-12-18 09:20:00",21
"2018-12-18 09:21:00",1472.72061165721
"2018-12-18 09:22:00",369.488836096573
"2018-12-18 09:23:00",1222.45695220732
"2018-12-18 09:24:00",1103.58370774491
"2018-12-18 09:25:00",1114.83855333407
"2018-12-18 09:26:00",40.8166632639171
"2018-12-18 09:27:00",436.725314127771
"2018-12-18 09:28:00",412.904347276703
"2018-12-18 09:29:00",9
"2018-12-18 09:30:00",82.8552955459094
"2018-12-18 09:31:00",0
"2018-12-18 09:32:00",533.970972993851
"2018-12-18 09:33:00",1005.14924265007
"2018-12-18 09:34:00",2679.38388440328
"2018-12-18 09:35:00",640.406121145012
"2018-12-18 09:36:00",551.978260441478
"2018-12-18 09:37:00",195.668086309444
"2018-12-18 09:38:00",129.819104911411
"2018-12-18 09:39:00",1378.75197189342
"2018-12-18 09:40:00",956.770087325059
"2018-12-18 09:41:00",654.792333492077
"2018-12-18 09:42:00",1940.30358449393
"2018-12-18 09:43:00",1427.65717173277
"2018-12-18 09:44:00",2366.77628854102
"2018-12-18 09:45:00",1145.51342200779
"2018-12-18 09:46:00",962.80891146686
"2018-12-18 09:47:00",1736.99568220534
"2018-12-18 09:48:00",456.344168364185
"2018-12-18 09:49:00",241.408367709158
"2018-12-18 09:50:00",2843.96097019632
"2018-12-18 09:51:00",0
"2018-12-18 09:52:00",334.862658413864
"2018-12-18 09:53:00",684.4625628915
"2018-12-18 09:54:00",1479.82634116304
"2018-12-18 09:55:00",0
"2018-12-18 09:56:00",0
"2018-12-18 09:57:00",9
"2018-12-18 09:58:00",223.293528791141
"2018-12-18 09:59:00",402.438815225371
"2018-12-18 10:00:00",573.18321678151
"2018-12-18 10:01:00",1336.1545569282
"2018-12-18 10:02:00",1887.72535078597
"2018-12-18 10:03:00",1676.63979435059
"2018-12-18 10:04:00",356.186748770922
"2018-12-18 10:05:00",331.119313843213
"2018-12-18 10:06:00",82.1218606705912
"2018-12-18 10:07:00",0
"2018-12-18 10:08:00",4.12310562561766
"2018-12-18 10:09:00",37.8549864614954
"2018-12-18 10:10:00",5.09901951359278
"2018-12-18 10:11:00",495.032322177047
"2018-12-18 10:12:00",0
"2018-12-18 10:13:00",269.469849890484
"2018-12-18 10:14:00",3
"2018-12-18 10:15:00",2315.77071403885
"2018-12-18 10:16:00",2565.76109565953
"2018-12-18 10:17:00",1116.99104741265
"2018-12-18 10:18:00",866.146061585458
"2018-12-18 10:19:00",58
"2018-12-18 10:20:00",56.4358042380899
"2018-12-18 10:21:00",0
"2018-12-18 10:22:00",45.088801270382
"2018-12-18 10:23:00",121.762063057424
"2018-12-18 10:24:00",1102.46723307316
"2018-12-18 10:25:00",1032.08429888261
"2018-12-18 10:26:00",676.912845202394
"2018-12-18 10:27:00",17
"2018-12-18 10:28:00",240.27068069159
"2018-12-18 10:29:00",81.6945530620004
"2018-12-18 10:30:00",43.3012701892219
"2018-12-18 10:31:00",29
"2018-12-18 10:32:00",1538.76963837996
"2018-12-18 10:33:00",66
"2018-12-18 10:34:00",0
"2018-12-18 10:35:00",632.503754929566
"2018-12-18 10:36:00",0
"2018-12-18 10:37:00",0
"2018-12-18 10:38:00",0
"2018-12-18 10:39:00",850.13057820549
"2018-12-18 10:40:00",141.088624630053
"2018-12-18 10:41:00",369.390037764962
"2018-12-18 10:42:00",65
"2018-12-18 10:43:00",0
"2018-12-18 10:44:00",848.134423308004
"2018-12-18 10:45:00",29
"2018-12-18 10:46:00",140.730238399571
"2018-12-18 10:47:00",509.757785619798
"2018-12-18 10:48:00",1593.74056859954
"2018-12-18 10:49:00",0
"2018-12-18 10:50:00",1913.03162545735
"2018-12-18 10:51:00",1352.16160276795
"2018-12-18 10:52:00",200.863137484208
"2018-12-18 10:53:00",1623.30588614715
"2018-12-18 10:54:00",434.55149292115
"2018-12-18 10:55:00",98.7319603775799
"2018-12-18 10:56:00",2883.43423715541
"2018-12-18 10:57:00",1002.85891330735
"2018-12-18 10:58:00",1410.17232989447
"2018-12-18 10:59:00",1374.41296559659
"2018-12-18 11:00:00",538.882176361401
"2018-12-18 11:01:00",0
"2018-12-18 11:02:00",25
"2018-12-18 11:03:00",8.54400374531753
"2018-12-18 11:04:00",1402.75764121961
"2018-12-18 11:05:00",186.053755672924
"2018-12-18 11:06:00",144.398753457223
"2018-12-18 11:07:00",0
"2018-12-18 11:08:00",0
"2018-12-18 11:09:00",0
"2018-12-18 11:10:00",393.761349042793
"2018-12-18 11:11:00",900.985016523582
"2018-12-18 11:12:00",21.0237960416286
"2018-12-18 11:13:00",248.71871662583
"2018-12-18 11:14:00",0
"2018-12-18 11:15:00",98.9595877113481
"2018-12-18 11:16:00",283.458991743074
"2018-12-18 11:17:00",428.079431881514
"2018-12-18 11:18:00",0
"2018-12-18 11:19:00",906.282516658023
"2018-12-18 11:20:00",188.470156788814
"2018-12-18 11:21:00",0
"2018-12-18 11:22:00",239.904147525632
"2018-12-18 11:23:00",0
"2018-12-18 11:24:00",10
"2018-12-18 11:25:00",0
"2018-12-18 11:26:00",0
"2018-12-18 11:27:00",0
"2018-12-18 11:28:00",0
"2018-12-18 11:29:00",2342.64700712677
"2018-12-18 11:30:00",40.8044115262063
"2018-12-18 11:31:00",45.6070170039655
"2018-12-18 11:32:00",45.3210767744986
"2018-12-18 11:33:00",705.107793177752
"2018-12-18 11:34:00",0
"2018-12-18 11:35:00",5
"2018-12-18 11:36:00",1056.94370711027
"2018-12-18 11:37:00",0
"2018-12-18 11:38:00",48.2700735445887
"2018-12-18 11:39:00",474.125510809111
"2018-12-18 11:40:00",838.877225820322
"2018-12-18 11:41:00",1400.16499027793
"2018-12-18 11:42:00",1782.56556681655
"2018-12-18 11:43:00",2208.15601803858
"2018-12-18 11:44:00",2274.57886211932
"2018-12-18 11:45:00",2725.32952136067
"2018-12-18 11:46:00",983.132239324904
"2018-12-18 11:47:00",2209.75360617423
"2018-12-18 11:48:00",2326.8360492308
"2018-12-18 11:49:00",2775.66892838465
"2018-12-18 11:50:00",2769.52920186807
"2018-12-18 11:51:00",3143.58998598736
"2018-12-18 11:52:00",2825.33219285804
"2018-12-18 11:53:00",2909.38636141713
"2018-12-18 11:54:00",4133.43464929591
"2018-12-18 11:55:00",1534.61037400377
"2018-12-18 11:56:00",615.179648558045
"2018-12-18 11:57:00",1350.8153093595
"2018-12-18 11:58:00",1434.40231455474
"2018-12-18 11:59:00",1131.76720221077
"2018-12-18 12:00:00",2429.41597920159
"2018-12-18 12:01:00",2033.25822265643
"2018-12-18 12:02:00",1289.54992148424
"2018-12-18 12:03:00",809.53381646476
"2018-12-18 12:04:00",3767.3444227997
"2018-12-18 12:05:00",1387.94848607576
"2018-12-18 12:06:00",1384.22144182208
"2018-12-18 12:07:00",2477.33021618031
"2018-12-18 12:08:00",1871.0395506242
"2018-12-18 12:09:00",4670.0253746634
"2018-12-18 12:10:00",777.82517315911
"2018-12-18 12:11:00",128.941847357636
"2018-12-18 12:12:00",173.597235001022
"2018-12-18 12:13:00",109.370928495647
"2018-12-18 12:14:00",487.052358581703
"2018-12-18 12:15:00",583.525492159511
"2018-12-18 12:16:00",115.529217083818
"2018-12-18 12:17:00",436.674936308463
"2018-12-18 12:18:00",509.413388124026
"2018-12-18 12:19:00",562.048930254297
"2018-12-18 12:20:00",106.343782140753
"2018-12-18 12:21:00",0
"2018-12-18 12:22:00",1363.02604523905
"2018-12-18 12:23:00",446.477323052358
"2018-12-18 12:24:00",780.888596407964
"2018-12-18 12:25:00",480.103113924499
"2018-12-18 12:26:00",851.501027597736
"2018-12-18 12:27:00",1140.50865845025
"2018-12-18 12:28:00",569.685878357538
"2018-12-18 12:29:00",752.205424069782
"2018-12-18 12:30:00",1672.95815847259
"2018-12-18 12:31:00",1645.63331274011
"2018-12-18 12:32:00",678.356838249604
"2018-12-18 12:33:00",1285.93545716727
"2018-12-18 12:34:00",1558.04236142667
